0	data9	500	1
frame:282	1	object:1	86	56
frame:283	1	object:1	86	56
frame:284	1	object:1	86	56
frame:285	1	object:1	86	55
frame:286	1	object:1	86	55
frame:287	1	object:1	86	55
frame:288	1	object:1	86	56
frame:289	1	object:1	86	56
frame:290	1	object:1	87	56
frame:291	1	object:1	88	56
frame:292	1	object:1	89	56
frame:293	1	object:1	89	55
frame:294	1	object:1	89	56
frame:295	1	object:1	89	55
frame:296	1	object:1	89	55
frame:297	1	object:1	89	55
frame:298	1	object:1	89	55
frame:299	1	object:1	89	55
frame:300	1	object:1	89	55
frame:301	1	object:1	89	55
frame:302	1	object:1	89	54
frame:303	1	object:1	90	55
frame:304	1	object:1	89	55
frame:305	1	object:1	89	55
frame:306	1	object:1	89	55
frame:307	1	object:1	89	55
frame:308	1	object:1	88	55
frame:309	1	object:1	89	55
frame:310	1	object:1	86	54
frame:311	1	object:1	87	54
frame:312	1	object:1	87	53
frame:313	1	object:1	87	54
frame:314	1	object:1	86	54
frame:315	1	object:1	86	54
frame:316	1	object:1	87	55
frame:317	1	object:1	87	55
frame:318	1	object:1	86	55
frame:319	1	object:1	88	54
frame:320	1	object:1	88	55
frame:321	1	object:1	89	54
frame:322	1	object:1	88	55
frame:323	1	object:1	89	55
frame:324	1	object:1	89	55
frame:325	1	object:1	89	55
frame:326	1	object:1	89	55
frame:327	1	object:1	89	55
frame:328	1	object:1	89	55
frame:329	1	object:1	89	54
frame:330	1	object:1	90	55
frame:331	1	object:1	89	54
frame:332	1	object:1	90	54
frame:333	1	object:1	90	54
frame:334	1	object:1	90	54
frame:335	1	object:1	90	54
frame:336	1	object:1	90	54
frame:337	1	object:1	90	54
frame:338	1	object:1	90	54
frame:339	1	object:1	90	54
frame:340	1	object:1	90	53
frame:341	1	object:1	90	53
frame:342	1	object:1	89	53
frame:343	1	object:1	89	53
frame:344	1	object:1	89	53
frame:345	1	object:1	89	53
frame:346	1	object:1	89	53
frame:347	1	object:1	89	52
frame:348	1	object:1	89	52
frame:349	1	object:1	88	52
frame:350	1	object:1	88	53
frame:351	1	object:1	88	53
frame:352	1	object:1	88	52
frame:353	1	object:1	88	52
frame:354	1	object:1	88	52
frame:355	1	object:1	87	52
frame:356	1	object:1	87	52
frame:357	1	object:1	87	52
frame:358	1	object:1	87	52
frame:359	1	object:1	87	52
frame:360	1	object:1	88	51
frame:361	1	object:1	88	51
frame:362	1	object:1	88	51
frame:363	1	object:1	88	51
frame:364	1	object:1	88	51
frame:365	1	object:1	88	51
frame:366	1	object:1	88	51
frame:367	1	object:1	88	51
frame:368	1	object:1	88	50
frame:369	1	object:1	88	50
frame:370	1	object:1	88	50
frame:371	1	object:1	89	52
frame:372	1	object:1	89	52
frame:373	1	object:1	90	52
frame:374	1	object:1	91	51
frame:375	1	object:1	91	52
frame:376	1	object:1	91	51
frame:377	1	object:1	91	51
frame:378	1	object:1	91	52
frame:379	1	object:1	91	51
frame:380	1	object:1	91	52
frame:381	1	object:1	92	52
frame:382	1	object:1	92	52
frame:383	1	object:1	92	51
frame:384	1	object:1	92	51
frame:385	1	object:1	92	50
frame:386	1	object:1	92	51
frame:387	1	object:1	91	50
frame:388	1	object:1	92	51
frame:389	1	object:1	92	52
frame:390	1	object:1	92	51
frame:391	1	object:1	92	51
frame:392	1	object:1	92	51
frame:393	1	object:1	92	51
frame:394	1	object:1	92	51
frame:395	1	object:1	92	51
frame:396	1	object:1	92	51
frame:397	1	object:1	92	51
frame:398	1	object:1	90	51
frame:399	1	object:1	91	52
frame:400	1	object:1	91	51
frame:401	1	object:1	91	51
frame:402	1	object:1	91	50
frame:403	1	object:1	91	52
frame:404	1	object:1	91	52
frame:405	1	object:1	90	52
frame:406	1	object:1	90	52
frame:407	1	object:1	90	52
frame:408	1	object:1	90	52
frame:409	1	object:1	90	52
frame:410	1	object:1	90	51
frame:411	1	object:1	89	51
frame:412	1	object:1	89	51
frame:413	1	object:1	89	52
frame:414	1	object:1	89	51
frame:415	1	object:1	89	51
frame:416	1	object:1	88	51
frame:417	1	object:1	89	51
frame:418	1	object:1	89	51
frame:419	1	object:1	89	52
frame:420	1	object:1	88	52
frame:421	1	object:1	89	53
frame:422	1	object:1	89	52
frame:423	1	object:1	88	52
frame:424	1	object:1	89	52
frame:425	1	object:1	88	52
frame:426	1	object:1	89	51
frame:427	1	object:1	89	52
frame:428	1	object:1	89	51
frame:429	1	object:1	89	51
frame:430	1	object:1	89	51
frame:431	1	object:1	89	51
frame:432	1	object:1	89	51
frame:433	1	object:1	89	51
frame:434	1	object:1	89	52
frame:435	1	object:1	89	53
frame:436	1	object:1	89	53
frame:437	1	object:1	90	53
frame:438	1	object:1	90	53
frame:439	1	object:1	89	53
frame:440	1	object:1	89	53
frame:441	1	object:1	90	54
frame:442	1	object:1	90	53
frame:443	1	object:1	89	54
frame:444	1	object:1	90	54
frame:445	1	object:1	90	54
frame:446	1	object:1	91	52
frame:447	1	object:1	91	52
frame:448	1	object:1	91	53
frame:449	1	object:1	91	52
frame:450	1	object:1	91	53
frame:451	1	object:1	90	52
frame:452	1	object:1	91	53
frame:453	1	object:1	91	52
frame:454	1	object:1	92	53
frame:455	1	object:1	92	52
frame:456	1	object:1	92	52
frame:457	1	object:1	92	52
frame:458	1	object:1	92	52
frame:459	1	object:1	92	50
frame:460	1	object:1	92	51
frame:461	1	object:1	92	50
frame:462	1	object:1	91	50
frame:463	1	object:1	91	50
frame:464	1	object:1	91	50
frame:465	1	object:1	91	50
frame:466	1	object:1	90	51
frame:467	1	object:1	90	50
frame:468	1	object:1	90	50
frame:469	1	object:1	90	52
frame:470	1	object:1	90	52
frame:471	1	object:1	90	52
frame:472	1	object:1	90	53
frame:473	1	object:1	90	53
frame:474	1	object:1	90	52
frame:475	1	object:1	91	52
frame:476	1	object:1	90	52
frame:477	1	object:1	90	52
frame:478	1	object:1	89	51
frame:479	1	object:1	90	52
frame:480	1	object:1	89	51
frame:481	1	object:1	90	51
frame:482	1	object:1	89	51
frame:483	1	object:1	90	51
frame:484	1	object:1	90	51
frame:485	1	object:1	90	51
frame:486	1	object:1	89	51
frame:487	1	object:1	90	50
frame:488	1	object:1	90	50
frame:489	1	object:1	90	50
frame:490	1	object:1	89	50
frame:491	1	object:1	90	50
frame:492	1	object:1	90	50
frame:493	1	object:1	89	50
frame:494	1	object:1	89	49
frame:495	1	object:1	89	50
frame:496	1	object:1	89	50
frame:497	1	object:1	89	50
frame:498	1	object:1	89	49
frame:499	1	object:1	89	50
