0	data2	599	2				
frame:51	2	object:1	116	132	object:2	147	128
frame:52	2	object:1	116	132	object:2	147	128
frame:53	2	object:1	116	132	object:2	147	128
frame:54	2	object:1	116	131	object:2	147	127
frame:55	2	object:1	117	131	object:2	146	127
frame:56	2	object:1	116	130	object:2	146	127
frame:57	2	object:1	116	130	object:2	145	126
frame:58	2	object:1	116	130	object:2	145	126
frame:59	2	object:1	116	130	object:2	145	126
frame:60	2	object:1	116	130	object:2	144	126
frame:61	2	object:1	116	130	object:2	144	127
frame:62	2	object:1	116	131	object:2	144	127
frame:63	2	object:1	116	131	object:2	144	127
frame:64	2	object:1	117	131	object:2	144	126
frame:65	2	object:1	117	131	object:2	144	127
frame:66	2	object:1	117	131	object:2	144	127
frame:67	2	object:1	116	130	object:2	144	127
frame:68	2	object:1	116	130	object:2	143	126
frame:69	2	object:1	116	130	object:2	143	126
frame:70	2	object:1	117	130	object:2	143	126
frame:71	2	object:1	117	130	object:2	143	126
frame:72	2	object:1	117	130	object:2	142	126
frame:73	2	object:1	117	130	object:2	142	126
frame:74	2	object:1	117	130	object:2	142	126
frame:75	2	object:1	117	130	object:2	143	126
frame:76	2	object:1	117	130	object:2	142	126
frame:77	2	object:1	117	130	object:2	142	126
frame:78	2	object:1	117	130	object:2	143	126
frame:79	2	object:1	117	130	object:2	142	126
frame:80	2	object:1	117	130	object:2	142	126
frame:81	2	object:1	118	130	object:2	142	126
frame:82	2	object:1	118	130	object:2	142	126
frame:83	2	object:1	118	130	object:2	142	126
frame:84	2	object:1	118	129	object:2	142	126
frame:85	2	object:1	118	129	object:2	141	126
frame:86	2	object:1	118	129	object:2	141	125
frame:87	2	object:1	118	129	object:2	141	126
frame:88	2	object:1	118	129	object:2	141	125
frame:89	2	object:1	118	129	object:2	141	125
frame:90	2	object:1	118	129	object:2	141	125
frame:91	2	object:1	119	129	object:2	141	125
frame:92	2	object:1	119	129	object:2	141	125
frame:93	2	object:1	119	129	object:2	141	125
frame:94	2	object:1	119	129	object:2	141	125
frame:95	2	object:1	119	129	object:2	141	125
frame:96	2	object:1	119	129	object:2	141	125
frame:97	2	object:1	119	129	object:2	141	125
frame:98	2	object:1	119	129	object:2	140	125
frame:99	2	object:1	120	129	object:2	141	125
frame:100	2	object:1	120	129	object:2	140	125
frame:101	2	object:1	120	129	object:2	140	125
frame:102	2	object:1	120	129	object:2	140	125
frame:103	2	object:1	121	129	object:2	141	125
frame:104	2	object:1	121	129	object:2	141	125
frame:105	2	object:1	121	129	object:2	140	125
frame:106	2	object:1	121	129	object:2	140	125
frame:107	2	object:1	121	128	object:2	140	125
frame:108	2	object:1	121	128	object:2	140	125
frame:109	2	object:1	121	128	object:2	140	125
frame:110	2	object:1	121	128	object:2	140	125
frame:111	2	object:1	122	128	object:2	140	125
frame:112	2	object:1	122	128	object:2	140	125
frame:113	2	object:1	122	128	object:2	140	125
frame:114	2	object:1	122	128	object:2	140	125
frame:115	2	object:1	122	128	object:2	140	125
frame:116	2	object:1	122	128	object:2	140	125
frame:117	2	object:1	122	128	object:2	139	125
frame:118	2	object:1	122	128	object:2	139	125
frame:119	2	object:1	122	128	object:2	140	124
frame:120	2	object:1	123	128	object:2	140	124
frame:121	2	object:1	123	128	object:2	140	124
frame:122	2	object:1	123	128	object:2	140	124
frame:123	2	object:1	123	128	object:2	140	124
frame:124	2	object:1	123	128	object:2	140	124
frame:125	2	object:1	124	128	object:2	140	124
frame:126	2	object:1	124	128	object:2	140	124
frame:127	2	object:1	124	128	object:2	140	124
frame:128	2	object:1	124	128	object:2	140	124
frame:129	2	object:1	124	128	object:2	140	124
frame:130	2	object:1	124	128	object:2	140	124
frame:131	2	object:1	125	128	object:2	140	124
frame:132	2	object:1	125	128	object:2	140	124
frame:133	2	object:1	125	128	object:2	140	124
frame:134	2	object:1	124	128	object:2	140	124
frame:135	2	object:1	123	128	object:2	139	124
frame:136	2	object:1	122	128	object:2	137	124
frame:137	2	object:1	121	130	object:2	134	126
frame:138	2	object:1	121	130	object:2	134	126
frame:139	2	object:1	121	130	object:2	134	125
frame:140	2	object:1	121	130	object:2	134	125
frame:141	2	object:1	121	130	object:2	134	125
frame:142	2	object:1	121	130	object:2	134	125
frame:143	2	object:1	121	130	object:2	134	125
frame:144	2	object:1	121	130	object:2	133	125
frame:145	2	object:1	121	130	object:2	133	125
frame:146	2	object:1	121	130	object:2	133	125
frame:147	2	object:1	122	130	object:2	133	125
frame:148	2	object:1	122	130	object:2	133	125
frame:149	2	object:1	122	130	object:2	133	125
frame:150	2	object:1	122	130	object:2	133	125
frame:151	2	object:1	122	130	object:2	133	125
frame:152	2	object:1	122	130	object:2	134	125
frame:153	2	object:1	122	130	object:2	133	125
frame:154	2	object:1	122	130	object:2	133	124
frame:155	2	object:1	123	130	object:2	133	124
frame:156	2	object:1	123	130	object:2	133	124
frame:157	2	object:1	123	130	object:2	134	124
frame:158	2	object:1	123	130	object:2	133	124
frame:159	2	object:1	123	130	object:2	133	124
frame:160	2	object:1	123	130	object:2	133	124
frame:161	2	object:1	123	130	object:2	133	124
frame:162	2	object:1	124	130	object:2	133	124
frame:163	2	object:1	124	130	object:2	134	124
frame:164	2	object:1	124	130	object:2	133	124
frame:165	2	object:1	124	130	object:2	133	124
frame:166	2	object:1	124	130	object:2	133	124
frame:167	2	object:1	124	130	object:2	134	123
frame:168	2	object:1	124	130	object:2	133	123
frame:169	2	object:1	124	130	object:2	134	123
frame:170	2	object:1	125	131	object:2	134	123
frame:171	2	object:1	125	131	object:2	134	123
frame:172	2	object:1	125	131	object:2	133	123
frame:173	2	object:1	125	131	object:2	133	123
frame:174	2	object:1	125	131	object:2	134	123
frame:175	2	object:1	125	131	object:2	134	123
frame:176	2	object:1	125	131	object:2	133	123
frame:177	2	object:1	125	131	object:2	133	123
frame:178	2	object:1	126	131	object:2	134	122
frame:179	2	object:1	125	131	object:2	134	123
frame:180	2	object:1	125	131	object:2	134	122
frame:181	2	object:1	126	131	object:2	134	122
frame:182	2	object:1	126	131	object:2	134	122
frame:183	2	object:1	126	131	object:2	134	122
frame:184	2	object:1	126	131	object:2	134	122
frame:185	2	object:1	126	131	object:2	133	122
frame:186	2	object:1	126	131	object:2	134	122
frame:187	2	object:1	127	131	object:2	133	122
frame:188	2	object:1	126	131	object:2	133	122
frame:189	2	object:1	127	131	object:2	133	122
frame:190	2	object:1	127	131	object:2	133	122
frame:191	2	object:1	127	131	object:2	133	122
frame:192	2	object:1	127	131	object:2	134	121
frame:193	2	object:1	128	131	object:2	134	121
frame:194	2	object:1	128	131	object:2	134	121
frame:195	2	object:1	128	131	object:2	134	121
frame:196	2	object:1	128	131	object:2	134	121
frame:197	2	object:1	128	131	object:2	134	121
frame:198	2	object:1	128	131	object:2	134	121
frame:199	2	object:1	128	131	object:2	134	121
frame:200	2	object:1	129	131	object:2	134	121
frame:201	2	object:1	129	131	object:2	134	121
frame:202	2	object:1	129	131	object:2	134	121
frame:203	2	object:1	129	131	object:2	134	121
frame:204	2	object:1	129	131	object:2	134	121
frame:205	2	object:1	129	131	object:2	133	121
frame:206	2	object:1	129	131	object:2	133	121
frame:207	2	object:1	130	131	object:2	134	120
frame:208	2	object:1	130	131	object:2	134	120
frame:209	2	object:1	130	131	object:2	134	120
frame:210	2	object:1	129	131	object:2	134	120
frame:211	2	object:1	130	131	object:2	134	120
frame:212	2	object:1	130	131	object:2	134	120
frame:213	2	object:1	130	131	object:2	135	120
frame:214	2	object:1	130	131	object:2	134	120
frame:215	2	object:1	131	131	object:2	134	120
frame:216	2	object:1	131	131	object:2	134	120
frame:217	2	object:1	131	131	object:2	134	120
frame:218	2	object:1	131	132	object:2	134	120
frame:219	2	object:1	130	132	object:2	133	121
frame:220	2	object:1	130	133	object:2	133	122
frame:221	2	object:1	129	135	object:2	133	123
frame:222	2	object:1	128	137	object:2	131	125
frame:223	2	object:1	126	139	object:2	129	127
frame:224	2	object:1	125	140	object:2	128	128
frame:225	2	object:1	125	140	object:2	127	128
frame:226	2	object:1	124	141	object:2	127	129
frame:227	2	object:1	124	141	object:2	126	129
frame:228	2	object:1	124	141	object:2	126	129
frame:229	2	object:1	124	141	object:2	126	129
frame:230	2	object:1	124	141	object:2	127	129
frame:231	2	object:1	124	141	object:2	127	129
frame:232	2	object:1	125	142	object:2	127	129
frame:233	2	object:1	125	141	object:2	127	129
frame:234	2	object:1	125	141	object:2	127	129
frame:235	2	object:1	126	141	object:2	128	128
frame:236	2	object:1	126	141	object:2	128	128
frame:237	2	object:1	126	141	object:2	128	128
frame:238	2	object:1	127	141	object:2	128	128
frame:239	2	object:1	127	141	object:2	128	128
frame:240	2	object:1	126	142	object:2	128	128
frame:241	2	object:1	126	142	object:2	128	128
frame:242	2	object:1	126	142	object:2	127	129
frame:243	2	object:1	126	142	object:2	127	129
frame:244	2	object:1	126	143	object:2	127	129
frame:245	2	object:1	125	143	object:2	126	129
frame:246	2	object:1	126	143	object:2	127	129
frame:247	2	object:1	125	143	object:2	127	129
frame:248	2	object:1	125	143	object:2	126	130
frame:249	2	object:1	126	144	object:2	126	129
frame:250	2	object:1	125	144	object:2	126	130
frame:251	2	object:1	126	144	object:2	126	130
frame:252	2	object:1	126	144	object:2	126	130
frame:253	2	object:1	126	144	object:2	126	130
frame:254	2	object:1	126	144	object:2	126	130
frame:255	2	object:1	126	144	object:2	127	129
frame:256	2	object:1	127	144	object:2	128	129
frame:257	2	object:1	127	144	object:2	127	129
frame:258	2	object:1	128	143	object:2	128	129
frame:259	2	object:1	128	143	object:2	129	129
frame:260	2	object:1	128	144	object:2	128	129
frame:261	2	object:1	128	144	object:2	128	129
frame:262	2	object:1	128	144	object:2	127	129
frame:263	2	object:1	128	144	object:2	127	129
frame:264	2	object:1	128	144	object:2	127	129
frame:265	2	object:1	128	145	object:2	127	129
frame:266	2	object:1	127	145	object:2	127	129
frame:267	2	object:1	128	145	object:2	127	130
frame:268	2	object:1	127	145	object:2	127	130
frame:269	2	object:1	127	146	object:2	127	130
frame:270	2	object:1	127	146	object:2	126	130
frame:271	2	object:1	127	146	object:2	126	130
frame:272	2	object:1	128	146	object:2	126	130
frame:273	2	object:1	128	146	object:2	126	130
frame:274	2	object:1	128	146	object:2	126	130
frame:275	2	object:1	127	146	object:2	126	130
frame:276	2	object:1	129	145	object:2	127	129
frame:277	2	object:1	129	145	object:2	127	129
frame:278	2	object:1	129	145	object:2	128	129
frame:279	2	object:1	130	145	object:2	128	129
frame:280	2	object:1	130	145	object:2	128	129
frame:281	2	object:1	130	145	object:2	128	129
frame:282	2	object:1	130	147	object:2	127	129
frame:283	2	object:1	131	147	object:2	128	129
frame:284	2	object:1	131	147	object:2	128	129
frame:285	2	object:1	131	147	object:2	128	129
frame:286	2	object:1	131	147	object:2	127	129
frame:287	2	object:1	131	147	object:2	127	129
frame:288	2	object:1	131	147	object:2	127	129
frame:289	2	object:1	131	147	object:2	127	129
frame:290	2	object:1	131	147	object:2	127	129
frame:291	2	object:1	131	147	object:2	126	129
frame:292	2	object:1	130	147	object:2	127	129
frame:293	2	object:1	130	147	object:2	126	129
frame:294	2	object:1	130	147	object:2	126	130
frame:295	2	object:1	130	147	object:2	126	130
frame:296	2	object:1	130	147	object:2	126	130
frame:297	2	object:1	130	147	object:2	126	130
frame:298	2	object:1	130	147	object:2	126	130
frame:299	2	object:1	131	147	object:2	127	130
frame:300	2	object:1	130	147	object:2	127	130
frame:301	2	object:1	131	147	object:2	127	130
frame:302	2	object:1	131	147	object:2	127	130
frame:303	2	object:1	133	148	object:2	128	130
frame:304	2	object:1	133	147	object:2	129	130
frame:305	2	object:1	133	147	object:2	129	130
frame:306	2	object:1	133	147	object:2	128	130
frame:307	2	object:1	133	147	object:2	128	130
frame:308	2	object:1	133	147	object:2	128	130
frame:309	2	object:1	133	147	object:2	128	130
frame:310	2	object:1	132	147	object:2	127	130
frame:311	2	object:1	132	147	object:2	127	130
frame:312	2	object:1	131	147	object:2	127	130
frame:313	2	object:1	131	147	object:2	126	130
frame:314	2	object:1	131	147	object:2	126	130
frame:315	2	object:1	131	147	object:2	126	130
frame:316	2	object:1	131	147	object:2	126	130
frame:317	2	object:1	131	147	object:2	126	130
frame:318	2	object:1	131	147	object:2	126	130
frame:319	2	object:1	131	147	object:2	126	130
frame:320	2	object:1	131	147	object:2	126	130
frame:321	2	object:1	132	147	object:2	126	130
frame:322	2	object:1	133	147	object:2	128	130
frame:323	2	object:1	134	147	object:2	128	130
frame:324	2	object:1	134	147	object:2	129	130
frame:325	2	object:1	135	147	object:2	129	130
frame:326	2	object:1	135	147	object:2	129	130
frame:327	2	object:1	135	147	object:2	129	130
frame:328	2	object:1	135	146	object:2	129	130
frame:329	2	object:1	134	146	object:2	129	130
frame:330	2	object:1	134	146	object:2	129	130
frame:331	2	object:1	134	146	object:2	128	130
frame:332	2	object:1	134	146	object:2	128	130
frame:333	2	object:1	133	146	object:2	127	130
frame:334	2	object:1	133	146	object:2	127	130
frame:335	2	object:1	133	146	object:2	127	130
frame:336	2	object:1	132	146	object:2	127	130
frame:337	2	object:1	132	146	object:2	127	130
frame:338	2	object:1	133	146	object:2	127	130
frame:339	2	object:1	132	146	object:2	127	130
frame:340	2	object:1	133	145	object:2	127	130
frame:341	2	object:1	133	145	object:2	127	130
frame:342	2	object:1	133	145	object:2	127	130
frame:343	2	object:1	134	145	object:2	127	130
frame:344	2	object:1	135	145	object:2	128	130
frame:345	2	object:1	135	145	object:2	129	130
frame:346	2	object:1	136	145	object:2	129	130
frame:347	2	object:1	135	145	object:2	129	130
frame:348	2	object:1	136	145	object:2	129	130
frame:349	2	object:1	136	145	object:2	129	130
frame:350	2	object:1	135	145	object:2	128	130
frame:351	2	object:1	134	145	object:2	128	130
frame:352	2	object:1	135	144	object:2	128	130
frame:353	2	object:1	134	145	object:2	127	130
frame:354	2	object:1	133	144	object:2	127	130
frame:355	2	object:1	133	144	object:2	126	130
frame:356	2	object:1	133	144	object:2	126	130
frame:357	2	object:1	133	144	object:2	126	130
frame:358	2	object:1	133	144	object:2	126	130
frame:359	2	object:1	133	144	object:2	126	130
frame:360	2	object:1	133	144	object:2	126	130
frame:361	2	object:1	133	144	object:2	126	130
frame:362	2	object:1	133	144	object:2	127	130
frame:363	2	object:1	134	144	object:2	127	130
frame:364	2	object:1	135	144	object:2	128	130
frame:365	2	object:1	135	144	object:2	129	130
frame:366	2	object:1	135	144	object:2	129	130
frame:367	2	object:1	136	144	object:2	129	130
frame:368	2	object:1	136	144	object:2	129	130
frame:369	2	object:1	135	144	object:2	129	130
frame:370	2	object:1	135	144	object:2	129	130
frame:371	2	object:1	135	143	object:2	128	130
frame:372	2	object:1	135	143	object:2	128	130
frame:373	2	object:1	135	143	object:2	127	130
frame:374	2	object:1	134	143	object:2	127	130
frame:375	2	object:1	134	143	object:2	127	130
frame:376	2	object:1	133	143	object:2	126	130
frame:377	2	object:1	133	143	object:2	126	130
frame:378	2	object:1	133	143	object:2	126	130
frame:379	2	object:1	133	143	object:2	126	130
frame:380	2	object:1	133	143	object:2	126	130
frame:381	2	object:1	134	143	object:2	126	130
frame:382	2	object:1	134	143	object:2	126	130
frame:383	2	object:1	134	143	object:2	126	130
frame:384	2	object:1	135	143	object:2	127	130
frame:385	2	object:1	135	142	object:2	127	130
frame:386	2	object:1	136	142	object:2	128	130
frame:387	2	object:1	136	142	object:2	128	130
frame:388	2	object:1	136	142	object:2	128	130
frame:389	2	object:1	136	142	object:2	128	130
frame:390	2	object:1	136	142	object:2	128	130
frame:391	2	object:1	135	142	object:2	128	130
frame:392	2	object:1	135	141	object:2	128	130
frame:393	2	object:1	135	141	object:2	127	130
frame:394	2	object:1	134	141	object:2	126	130
frame:395	2	object:1	134	142	object:2	126	130
frame:396	2	object:1	134	141	object:2	125	130
frame:397	2	object:1	133	141	object:2	125	130
frame:398	2	object:1	133	141	object:2	125	130
frame:399	2	object:1	133	141	object:2	125	130
frame:400	2	object:1	134	141	object:2	125	130
frame:401	2	object:1	134	141	object:2	125	130
frame:402	2	object:1	133	141	object:2	126	130
frame:403	2	object:1	134	140	object:2	125	130
frame:404	2	object:1	134	140	object:2	126	130
frame:405	2	object:1	135	140	object:2	127	130
frame:406	2	object:1	136	140	object:2	128	130
frame:407	2	object:1	136	140	object:2	128	130
frame:408	2	object:1	137	140	object:2	129	130
frame:409	2	object:1	136	139	object:2	129	130
frame:410	2	object:1	136	139	object:2	129	130
frame:411	2	object:1	136	139	object:2	128	130
frame:412	2	object:1	136	139	object:2	128	130
frame:413	2	object:1	135	139	object:2	128	130
frame:414	2	object:1	135	139	object:2	128	130
frame:415	2	object:1	135	139	object:2	127	130
frame:416	2	object:1	135	139	object:2	127	130
frame:417	2	object:1	134	139	object:2	127	130
frame:418	2	object:1	135	138	object:2	126	130
frame:419	2	object:1	134	138	object:2	126	130
frame:420	2	object:1	134	138	object:2	126	130
frame:421	2	object:1	134	138	object:2	126	130
frame:422	2	object:1	134	138	object:2	126	130
frame:423	2	object:1	135	138	object:2	126	130
frame:424	2	object:1	134	138	object:2	126	130
frame:425	2	object:1	134	137	object:2	127	130
frame:426	2	object:1	134	135	object:2	125	130
frame:427	2	object:1	134	135	object:2	125	130
frame:428	2	object:1	134	135	object:2	125	130
frame:429	2	object:1	135	135	object:2	126	130
frame:430	2	object:1	135	134	object:2	126	130
frame:431	2	object:1	136	134	object:2	126	130
frame:432	2	object:1	136	134	object:2	127	130
frame:433	2	object:1	137	134	object:2	127	130
frame:434	2	object:1	137	134	object:2	128	130
frame:435	2	object:1	137	134	object:2	128	130
frame:436	2	object:1	137	134	object:2	128	130
frame:437	2	object:1	137	134	object:2	128	130
frame:438	2	object:1	137	134	object:2	128	130
frame:439	2	object:1	137	133	object:2	127	130
frame:440	2	object:1	137	133	object:2	127	130
frame:441	2	object:1	136	133	object:2	127	130
frame:442	2	object:1	136	133	object:2	127	130
frame:443	2	object:1	136	133	object:2	127	130
frame:444	2	object:1	135	133	object:2	126	130
frame:445	2	object:1	135	133	object:2	126	130
frame:446	2	object:1	135	133	object:2	125	130
frame:447	2	object:1	135	133	object:2	126	130
frame:448	2	object:1	135	132	object:2	125	130
frame:449	2	object:1	135	132	object:2	125	130
frame:450	2	object:1	135	132	object:2	125	130
frame:451	2	object:1	135	132	object:2	126	130
frame:452	2	object:1	135	132	object:2	126	130
frame:453	2	object:1	136	132	object:2	126	130
frame:454	2	object:1	136	132	object:2	127	130
frame:455	2	object:1	137	132	object:2	128	130
frame:456	2	object:1	138	132	object:2	128	130
frame:457	2	object:1	138	132	object:2	128	130
frame:458	2	object:1	138	132	object:2	128	130
frame:459	2	object:1	138	132	object:2	128	130
frame:460	2	object:1	138	131	object:2	128	130
frame:461	2	object:1	138	131	object:2	128	130
frame:462	2	object:1	138	131	object:2	128	130
frame:463	2	object:1	137	131	object:2	128	130
frame:464	2	object:1	137	131	object:2	127	130
frame:465	2	object:1	136	131	object:2	127	130
frame:466	2	object:1	136	131	object:2	126	130
frame:467	2	object:1	136	131	object:2	126	130
frame:468	2	object:1	136	131	object:2	126	130
frame:469	2	object:1	136	131	object:2	126	130
frame:470	2	object:1	136	131	object:2	126	130
frame:471	2	object:1	137	131	object:2	126	130
frame:472	2	object:1	137	131	object:2	127	130
frame:473	2	object:1	136	131	object:2	127	130
frame:474	2	object:1	136	130	object:2	127	130
frame:475	2	object:1	138	130	object:2	128	130
frame:476	2	object:1	139	130	object:2	128	130
frame:477	2	object:1	139	130	object:2	129	130
frame:478	2	object:1	139	130	object:2	129	130
frame:479	2	object:1	139	130	object:2	129	130
frame:480	2	object:1	139	130	object:2	129	130
frame:481	2	object:1	138	130	object:2	128	130
frame:482	2	object:1	138	130	object:2	128	130
frame:483	2	object:1	137	130	object:2	127	130
frame:484	2	object:1	137	130	object:2	127	130
frame:485	2	object:1	136	130	object:2	126	130
frame:486	2	object:1	136	130	object:2	126	130
frame:487	2	object:1	136	130	object:2	126	130
frame:488	2	object:1	137	130	object:2	126	130
frame:489	2	object:1	137	130	object:2	126	130
frame:490	2	object:1	137	130	object:2	126	130
frame:491	2	object:1	137	130	object:2	126	130
frame:492	2	object:1	138	130	object:2	127	130
frame:493	2	object:1	138	130	object:2	127	130
frame:494	2	object:1	138	130	object:2	127	130
frame:495	2	object:1	138	129	object:2	128	130
frame:496	2	object:1	139	129	object:2	128	130
frame:497	2	object:1	139	129	object:2	128	130
frame:498	2	object:1	139	129	object:2	128	130
frame:499	2	object:1	138	129	object:2	128	130
frame:500	2	object:1	138	129	object:2	128	130
frame:501	2	object:1	138	129	object:2	128	130
frame:502	2	object:1	138	129	object:2	127	130
frame:503	2	object:1	137	129	object:2	127	130
frame:504	2	object:1	138	129	object:2	127	130
frame:505	2	object:1	138	129	object:2	127	130
frame:506	2	object:1	137	128	object:2	127	130
frame:507	2	object:1	137	128	object:2	127	130
frame:508	2	object:1	138	128	object:2	127	130
frame:509	2	object:1	138	128	object:2	127	130
frame:510	2	object:1	138	128	object:2	127	130
frame:511	2	object:1	138	128	object:2	127	130
frame:512	2	object:1	138	128	object:2	127	130
frame:513	2	object:1	139	128	object:2	128	130
frame:514	2	object:1	139	128	object:2	128	130
frame:515	2	object:1	140	128	object:2	128	130
frame:516	2	object:1	140	128	object:2	129	130
frame:517	2	object:1	139	128	object:2	129	130
frame:518	2	object:1	139	128	object:2	129	130
frame:519	2	object:1	139	127	object:2	128	130
frame:520	2	object:1	139	127	object:2	129	130
frame:521	2	object:1	139	127	object:2	128	130
frame:522	2	object:1	139	127	object:2	128	130
frame:523	2	object:1	139	127	object:2	128	130
frame:524	2	object:1	138	127	object:2	127	130
frame:525	2	object:1	138	127	object:2	127	130
frame:526	2	object:1	138	127	object:2	126	130
frame:527	2	object:1	138	127	object:2	126	130
frame:528	2	object:1	138	127	object:2	126	130
frame:529	2	object:1	137	127	object:2	126	130
frame:530	2	object:1	137	126	object:2	126	130
frame:531	2	object:1	137	126	object:2	126	130
frame:532	2	object:1	137	126	object:2	126	130
frame:533	2	object:1	138	126	object:2	126	130
frame:534	2	object:1	138	126	object:2	126	130
frame:535	2	object:1	138	126	object:2	127	130
frame:536	2	object:1	138	126	object:2	127	130
frame:537	2	object:1	139	126	object:2	128	130
frame:538	2	object:1	140	126	object:2	128	130
frame:539	2	object:1	139	125	object:2	128	130
frame:540	2	object:1	139	125	object:2	128	130
frame:541	2	object:1	139	125	object:2	128	130
frame:542	2	object:1	139	125	object:2	128	130
frame:543	2	object:1	139	125	object:2	128	130
frame:544	2	object:1	139	125	object:2	127	130
frame:545	2	object:1	139	125	object:2	128	130
frame:546	2	object:1	139	125	object:2	127	130
frame:547	2	object:1	139	125	object:2	127	130
frame:548	2	object:1	138	125	object:2	127	130
frame:549	2	object:1	138	125	object:2	126	130
frame:550	2	object:1	138	125	object:2	127	131
frame:551	2	object:1	138	125	object:2	127	130
frame:552	2	object:1	138	125	object:2	126	130
frame:553	2	object:1	138	125	object:2	126	130
frame:554	2	object:1	138	124	object:2	126	130
frame:555	2	object:1	138	124	object:2	127	130
frame:556	2	object:1	138	124	object:2	127	130
frame:557	2	object:1	139	124	object:2	127	130
frame:558	2	object:1	139	124	object:2	127	130
frame:559	2	object:1	139	124	object:2	128	130
frame:560	2	object:1	140	124	object:2	128	130
frame:561	2	object:1	140	124	object:2	128	130
frame:562	2	object:1	139	124	object:2	128	130
frame:563	2	object:1	139	124	object:2	128	130
frame:564	2	object:1	139	124	object:2	129	131
frame:565	2	object:1	139	124	object:2	129	131
frame:566	2	object:1	139	124	object:2	128	130
frame:567	2	object:1	139	124	object:2	128	130
frame:568	2	object:1	139	124	object:2	128	130
frame:569	2	object:1	139	123	object:2	127	130
frame:570	2	object:1	139	121	object:2	128	130
frame:571	2	object:1	139	121	object:2	127	130
frame:572	2	object:1	140	121	object:2	127	130
frame:573	2	object:1	139	121	object:2	127	130
frame:574	2	object:1	139	121	object:2	127	130
frame:575	2	object:1	139	121	object:2	127	130
frame:576	2	object:1	138	120	object:2	127	130
frame:577	2	object:1	138	120	object:2	126	130
frame:578	2	object:1	138	120	object:2	126	130
frame:579	2	object:1	138	120	object:2	126	130
frame:580	2	object:1	138	120	object:2	126	130
frame:581	2	object:1	138	120	object:2	126	130
frame:582	2	object:1	138	120	object:2	126	130
frame:583	2	object:1	138	120	object:2	126	130
frame:584	2	object:1	138	120	object:2	126	130
frame:585	2	object:1	139	120	object:2	127	130
frame:586	2	object:1	140	119	object:2	129	130
frame:587	2	object:1	140	119	object:2	129	130
frame:588	2	object:1	140	119	object:2	128	130
frame:589	2	object:1	141	119	object:2	128	130
frame:590	2	object:1	140	119	object:2	128	130
frame:591	2	object:1	141	119	object:2	128	130
frame:592	2	object:1	140	119	object:2	128	130
frame:593	2	object:1	141	119	object:2	128	130
frame:594	2	object:1	140	119	object:2	127	130
frame:595	2	object:1	139	118	object:2	127	130
frame:596	2	object:1	139	118	object:2	126	130
frame:597	2	object:1	139	118	object:2	126	130
frame:598	2	object:1	138	118	object:2	126	130
