0	data4	399	2				
frame:123	2	object:1	128	132	object:2	138	140
frame:124	2	object:1	129	131	object:2	137	139
frame:125	2	object:1	129	131	object:2	137	139
frame:126	2	object:1	128	132	object:2	136	139
frame:127	2	object:1	128	132	object:2	136	139
frame:128	2	object:1	128	132	object:2	136	139
frame:129	2	object:1	128	132	object:2	136	139
frame:130	2	object:1	128	132	object:2	136	139
frame:131	2	object:1	129	132	object:2	135	139
frame:132	2	object:1	128	131	object:2	135	139
frame:133	2	object:1	129	132	object:2	135	139
frame:134	2	object:1	129	132	object:2	135	139
frame:135	2	object:1	129	132	object:2	134	138
frame:136	2	object:1	129	132	object:2	134	138
frame:137	2	object:1	129	132	object:2	134	138
frame:138	2	object:1	129	132	object:2	133	138
frame:139	2	object:1	129	132	object:2	134	138
frame:140	2	object:1	129	131	object:2	133	138
frame:141	2	object:1	129	132	object:2	133	138
frame:142	2	object:1	129	132	object:2	133	138
frame:143	2	object:1	129	132	object:2	132	137
frame:144	2	object:1	129	131	object:2	132	137
frame:145	2	object:1	129	132	object:2	132	137
frame:146	2	object:1	129	131	object:2	131	137
frame:147	2	object:1	129	131	object:2	131	137
frame:148	2	object:1	129	131	object:2	131	137
frame:149	2	object:1	129	131	object:2	131	137
frame:150	2	object:1	129	131	object:2	130	136
frame:151	2	object:1	128	131	object:2	130	136
frame:152	2	object:1	128	131	object:2	130	136
frame:153	2	object:1	128	132	object:2	129	136
frame:154	2	object:1	128	132	object:2	129	136
frame:155	2	object:1	128	131	object:2	129	136
frame:156	2	object:1	128	131	object:2	127	136
frame:157	2	object:1	129	131	object:2	128	135
frame:158	2	object:1	129	131	object:2	128	135
frame:159	2	object:1	129	131	object:2	128	135
frame:160	2	object:1	129	131	object:2	128	135
frame:161	2	object:1	130	131	object:2	128	135
frame:162	2	object:1	129	131	object:2	127	134
frame:163	2	object:1	129	131	object:2	127	134
frame:164	2	object:1	129	131	object:2	127	134
frame:165	2	object:1	130	131	object:2	127	134
frame:166	2	object:1	129	131	object:2	126	134
frame:167	2	object:1	130	132	object:2	127	135
frame:168	2	object:1	130	132	object:2	126	135
frame:169	2	object:1	130	132	object:2	126	135
frame:170	2	object:1	130	132	object:2	127	135
frame:171	2	object:1	130	132	object:2	126	135
frame:172	2	object:1	131	132	object:2	126	134
frame:173	2	object:1	131	132	object:2	126	134
frame:174	2	object:1	131	132	object:2	126	134
frame:175	2	object:1	131	132	object:2	126	134
frame:176	2	object:1	130	132	object:2	125	134
frame:177	2	object:1	130	132	object:2	125	134
frame:178	2	object:1	130	132	object:2	124	133
frame:179	2	object:1	130	132	object:2	124	134
frame:180	2	object:1	130	132	object:2	124	133
frame:181	2	object:1	130	132	object:2	124	134
frame:182	2	object:1	131	132	object:2	124	133
frame:183	2	object:1	131	132	object:2	124	133
frame:184	2	object:1	131	132	object:2	124	133
frame:185	2	object:1	131	132	object:2	124	133
frame:186	2	object:1	131	132	object:2	124	133
frame:187	2	object:1	131	132	object:2	124	133
frame:188	2	object:1	131	132	object:2	124	133
frame:189	2	object:1	132	132	object:2	123	132
frame:190	2	object:1	131	132	object:2	123	133
frame:191	2	object:1	132	132	object:2	123	133
frame:192	2	object:1	132	132	object:2	123	132
frame:193	2	object:1	132	132	object:2	123	133
frame:194	2	object:1	132	132	object:2	122	132
frame:195	2	object:1	132	132	object:2	122	132
frame:196	2	object:1	132	132	object:2	122	132
frame:197	2	object:1	132	132	object:2	122	132
frame:198	2	object:1	131	132	object:2	121	132
frame:199	2	object:1	131	132	object:2	121	132
frame:200	2	object:1	131	132	object:2	121	132
frame:201	2	object:1	131	132	object:2	121	131
frame:202	2	object:1	131	132	object:2	120	132
frame:203	2	object:1	130	132	object:2	120	132
frame:204	2	object:1	130	132	object:2	119	131
frame:205	2	object:1	130	132	object:2	119	131
frame:206	2	object:1	130	132	object:2	119	131
frame:207	2	object:1	130	132	object:2	119	131
frame:208	2	object:1	130	132	object:2	119	131
frame:209	2	object:1	130	132	object:2	118	131
frame:210	2	object:1	130	132	object:2	118	131
frame:211	2	object:1	130	132	object:2	118	131
frame:212	2	object:1	130	132	object:2	118	131
frame:213	2	object:1	130	132	object:2	118	131
frame:214	2	object:1	130	132	object:2	117	131
frame:215	2	object:1	129	132	object:2	117	131
frame:216	2	object:1	129	132	object:2	117	131
frame:217	2	object:1	129	132	object:2	117	131
frame:218	2	object:1	129	132	object:2	116	130
frame:219	2	object:1	129	132	object:2	116	130
frame:220	2	object:1	129	132	object:2	116	130
frame:221	2	object:1	128	131	object:2	115	129
frame:222	2	object:1	128	131	object:2	114	129
frame:223	2	object:1	128	131	object:2	114	129
frame:224	2	object:1	128	131	object:2	114	129
frame:225	2	object:1	128	130	object:2	114	129
frame:226	2	object:1	128	130	object:2	114	129
frame:227	2	object:1	128	130	object:2	114	129
frame:228	2	object:1	128	130	object:2	113	129
frame:229	2	object:1	128	131	object:2	114	129
frame:230	2	object:1	128	131	object:2	113	129
frame:231	2	object:1	128	131	object:2	113	129
frame:232	2	object:1	128	131	object:2	113	129
frame:233	2	object:1	128	131	object:2	113	129
frame:234	2	object:1	127	131	object:2	113	129
frame:235	2	object:1	127	131	object:2	112	129
frame:236	2	object:1	128	131	object:2	112	129
frame:237	2	object:1	128	131	object:2	112	129
frame:238	2	object:1	127	131	object:2	112	129
frame:239	2	object:1	127	131	object:2	112	129
frame:240	2	object:1	127	131	object:2	112	129
frame:241	2	object:1	127	131	object:2	112	128
frame:242	2	object:1	127	131	object:2	112	128
frame:243	2	object:1	127	131	object:2	111	128
frame:244	2	object:1	127	131	object:2	111	129
frame:245	2	object:1	127	131	object:2	111	128
frame:246	2	object:1	127	131	object:2	111	128
frame:247	2	object:1	127	131	object:2	111	128
frame:248	2	object:1	127	131	object:2	111	129
frame:249	2	object:1	128	131	object:2	111	129
frame:250	2	object:1	129	131	object:2	112	129
frame:251	2	object:1	131	132	object:2	114	129
frame:252	2	object:1	133	131	object:2	116	129
frame:253	2	object:1	134	131	object:2	116	129
frame:254	2	object:1	134	131	object:2	116	128
frame:255	2	object:1	134	131	object:2	116	128
frame:256	2	object:1	133	131	object:2	116	128
frame:257	2	object:1	132	131	object:2	115	128
frame:258	2	object:1	131	131	object:2	114	128
frame:259	2	object:1	129	130	object:2	112	128
frame:260	2	object:1	128	130	object:2	109	128
frame:261	2	object:1	127	131	object:2	109	128
frame:262	2	object:1	126	130	object:2	108	128
frame:263	2	object:1	127	130	object:2	108	128
frame:264	2	object:1	127	131	object:2	109	128
frame:265	2	object:1	128	131	object:2	109	128
frame:266	2	object:1	128	131	object:2	109	128
frame:267	2	object:1	128	131	object:2	109	128
frame:268	2	object:1	129	131	object:2	109	128
frame:269	2	object:1	130	131	object:2	111	128
frame:270	2	object:1	133	131	object:2	114	128
frame:271	2	object:1	135	131	object:2	116	129
frame:272	2	object:1	134	132	object:2	116	129
frame:273	2	object:1	135	131	object:2	116	129
frame:274	2	object:1	134	132	object:2	115	129
frame:275	2	object:1	135	132	object:2	115	129
frame:276	2	object:1	134	132	object:2	114	129
frame:277	2	object:1	133	132	object:2	113	129
frame:278	2	object:1	132	132	object:2	112	129
frame:279	2	object:1	131	132	object:2	112	130
frame:280	2	object:1	131	132	object:2	111	130
frame:281	2	object:1	131	132	object:2	111	130
frame:282	2	object:1	130	132	object:2	110	129
frame:283	2	object:1	129	132	object:2	109	129
frame:284	2	object:1	129	132	object:2	109	129
frame:285	2	object:1	129	132	object:2	109	130
frame:286	2	object:1	129	132	object:2	109	130
frame:287	2	object:1	131	133	object:2	110	130
frame:288	2	object:1	130	132	object:2	110	130
frame:289	2	object:1	130	132	object:2	110	129
frame:290	2	object:1	131	132	object:2	111	129
frame:291	2	object:1	132	131	object:2	111	129
frame:292	2	object:1	131	131	object:2	111	128
frame:293	2	object:1	131	131	object:2	111	128
frame:294	2	object:1	131	131	object:2	110	128
frame:295	2	object:1	130	131	object:2	110	128
frame:296	2	object:1	130	131	object:2	109	128
frame:297	2	object:1	129	131	object:2	108	128
frame:298	2	object:1	128	131	object:2	108	128
frame:299	2	object:1	129	132	object:2	108	128
frame:300	2	object:1	128	132	object:2	107	128
frame:301	2	object:1	127	131	object:2	106	128
frame:302	2	object:1	128	132	object:2	107	129
frame:303	2	object:1	128	131	object:2	107	128
frame:304	2	object:1	129	132	object:2	108	129
frame:305	2	object:1	129	132	object:2	109	129
frame:306	2	object:1	130	132	object:2	109	129
frame:307	2	object:1	131	132	object:2	110	129
frame:308	2	object:1	131	132	object:2	110	129
frame:309	2	object:1	131	132	object:2	110	129
frame:310	2	object:1	130	132	object:2	110	129
frame:311	2	object:1	129	123	object:2	108	120
frame:312	2	object:1	127	111	object:2	107	108
frame:313	2	object:1	126	106	object:2	105	103
frame:314	2	object:1	124	106	object:2	103	103
frame:315	2	object:1	120	107	object:2	99	103
frame:316	2	object:1	116	107	object:2	95	104
frame:317	2	object:1	113	107	object:2	92	104
frame:318	2	object:1	113	108	object:2	90	104
frame:319	2	object:1	112	108	object:2	91	104
frame:320	2	object:1	112	108	object:2	91	105
frame:321	2	object:1	112	108	object:2	90	105
frame:322	2	object:1	112	109	object:2	90	105
frame:323	2	object:1	112	109	object:2	91	105
frame:324	2	object:1	112	109	object:2	91	106
frame:325	2	object:1	112	109	object:2	90	106
frame:326	2	object:1	112	110	object:2	90	106
frame:327	2	object:1	111	110	object:2	90	106
frame:328	2	object:1	111	110	object:2	91	106
frame:329	2	object:1	111	110	object:2	91	107
frame:330	2	object:1	112	110	object:2	91	107
frame:331	2	object:1	112	111	object:2	90	107
frame:332	2	object:1	111	111	object:2	90	107
frame:333	2	object:1	111	111	object:2	90	107
frame:334	2	object:1	111	111	object:2	90	107
frame:335	2	object:1	111	111	object:2	90	107
frame:336	2	object:1	111	111	object:2	91	107
frame:337	2	object:1	111	111	object:2	91	107
frame:338	2	object:1	111	111	object:2	90	107
frame:339	2	object:1	111	111	object:2	90	107
frame:340	2	object:1	111	111	object:2	90	107
frame:341	2	object:1	111	112	object:2	91	107
frame:342	2	object:1	111	112	object:2	90	107
frame:343	2	object:1	111	112	object:2	91	107
frame:344	2	object:1	112	111	object:2	90	107
frame:345	2	object:1	113	109	object:2	92	105
frame:346	2	object:1	113	108	object:2	93	103
frame:347	2	object:1	114	107	object:2	94	103
frame:348	2	object:1	114	108	object:2	93	103
frame:349	2	object:1	115	108	object:2	94	103
frame:350	2	object:1	115	108	object:2	96	104
frame:351	2	object:1	116	108	object:2	95	103
frame:352	2	object:1	116	109	object:2	95	104
frame:353	2	object:1	115	109	object:2	94	104
frame:354	2	object:1	115	109	object:2	95	104
frame:355	2	object:1	115	109	object:2	95	104
frame:356	2	object:1	115	110	object:2	95	104
frame:357	2	object:1	115	110	object:2	95	105
frame:358	2	object:1	115	110	object:2	94	105
frame:359	2	object:1	115	110	object:2	95	105
frame:360	2	object:1	115	110	object:2	95	105
frame:361	2	object:1	114	109	object:2	95	104
frame:362	2	object:1	114	108	object:2	94	103
frame:363	2	object:1	115	108	object:2	94	103
frame:364	2	object:1	115	108	object:2	94	103
frame:365	2	object:1	115	109	object:2	94	103
frame:366	2	object:1	114	109	object:2	95	103
frame:367	2	object:1	114	109	object:2	95	104
frame:368	2	object:1	114	109	object:2	94	104
frame:369	2	object:1	114	109	object:2	94	104
frame:370	2	object:1	114	109	object:2	94	104
frame:371	2	object:1	114	109	object:2	94	104
frame:372	2	object:1	114	110	object:2	94	104
frame:373	2	object:1	114	110	object:2	94	104
frame:374	2	object:1	113	110	object:2	93	104
frame:375	2	object:1	114	110	object:2	94	105
frame:376	2	object:1	114	111	object:2	93	105
frame:377	2	object:1	113	111	object:2	93	105
frame:378	2	object:1	113	111	object:2	94	105
frame:379	2	object:1	113	110	object:2	94	104
frame:380	2	object:1	114	109	object:2	95	104
frame:381	2	object:1	114	109	object:2	94	104
frame:382	2	object:1	113	110	object:2	94	104
frame:383	2	object:1	113	110	object:2	94	104
frame:384	2	object:1	113	110	object:2	94	104
frame:385	2	object:1	114	110	object:2	94	104
frame:386	2	object:1	114	110	object:2	95	104
frame:387	2	object:1	115	111	object:2	96	105
frame:388	2	object:1	116	111	object:2	96	105
frame:389	2	object:1	116	112	object:2	97	106
frame:390	2	object:1	118	115	object:2	99	109
frame:391	2	object:1	121	119	object:2	103	113
frame:392	2	object:1	125	122	object:2	106	116
frame:393	2	object:1	128	125	object:2	110	119
frame:394	2	object:1	130	127	object:2	111	121
frame:395	2	object:1	130	128	object:2	111	121
frame:396	2	object:1	130	128	object:2	111	122
frame:397	2	object:1	129	129	object:2	111	122
frame:398	2	object:1	129	129	object:2	110	122
