0	data1	401	1
frame:90	1	object:1	121	90
frame:91	1	object:1	121	90
frame:92	1	object:1	121	89
frame:93	1	object:1	121	89
frame:94	1	object:1	121	89
frame:95	1	object:1	121	89
frame:96	1	object:1	121	89
frame:97	1	object:1	121	89
frame:98	1	object:1	121	89
frame:99	1	object:1	121	89
frame:100	1	object:1	121	89
frame:101	1	object:1	120	90
frame:102	1	object:1	120	89
frame:103	1	object:1	121	90
frame:104	1	object:1	120	90
frame:105	1	object:1	121	90
frame:106	1	object:1	121	90
frame:107	1	object:1	121	90
frame:108	1	object:1	121	90
frame:109	1	object:1	121	90
frame:110	1	object:1	121	90
frame:111	1	object:1	121	89
frame:112	1	object:1	121	90
frame:113	1	object:1	120	90
frame:114	1	object:1	120	90
frame:115	1	object:1	120	90
frame:116	1	object:1	120	90
frame:117	1	object:1	120	90
frame:118	1	object:1	120	90
frame:119	1	object:1	120	90
frame:120	1	object:1	120	89
frame:121	1	object:1	121	90
frame:122	1	object:1	121	90
frame:123	1	object:1	121	89
frame:124	1	object:1	120	89
frame:125	1	object:1	121	90
frame:126	1	object:1	120	90
frame:127	1	object:1	121	90
frame:128	1	object:1	121	90
frame:129	1	object:1	120	90
frame:130	1	object:1	120	90
frame:131	1	object:1	120	90
frame:132	1	object:1	120	90
frame:133	1	object:1	119	89
frame:134	1	object:1	119	90
frame:135	1	object:1	119	90
frame:136	1	object:1	120	90
frame:137	1	object:1	120	90
frame:138	1	object:1	120	90
frame:139	1	object:1	120	90
frame:140	1	object:1	119	90
frame:141	1	object:1	120	90
frame:142	1	object:1	119	90
frame:143	1	object:1	119	90
frame:144	1	object:1	118	90
frame:145	1	object:1	119	90
frame:146	1	object:1	119	90
frame:147	1	object:1	119	90
frame:148	1	object:1	119	90
frame:149	1	object:1	119	90
frame:150	1	object:1	119	90
frame:151	1	object:1	119	90
frame:152	1	object:1	119	90
frame:153	1	object:1	119	90
frame:154	1	object:1	118	90
frame:155	1	object:1	118	90
frame:156	1	object:1	118	90
frame:157	1	object:1	118	90
frame:158	1	object:1	118	90
frame:159	1	object:1	118	90
frame:160	1	object:1	118	90
frame:161	1	object:1	117	90
frame:162	1	object:1	118	90
frame:163	1	object:1	117	90
frame:164	1	object:1	117	90
frame:165	1	object:1	117	90
frame:166	1	object:1	117	90
frame:167	1	object:1	117	90
frame:168	1	object:1	116	89
frame:169	1	object:1	116	89
frame:170	1	object:1	116	89
frame:171	1	object:1	115	88
frame:172	1	object:1	116	89
frame:173	1	object:1	116	88
frame:174	1	object:1	116	88
frame:175	1	object:1	115	88
frame:176	1	object:1	115	88
frame:177	1	object:1	115	88
frame:178	1	object:1	115	88
frame:179	1	object:1	115	89
frame:180	1	object:1	115	89
frame:181	1	object:1	115	89
frame:182	1	object:1	115	89
frame:183	1	object:1	114	88
frame:184	1	object:1	115	89
frame:185	1	object:1	114	89
frame:186	1	object:1	114	88
frame:187	1	object:1	113	88
frame:188	1	object:1	113	88
frame:189	1	object:1	113	88
frame:190	1	object:1	113	88
frame:191	1	object:1	114	88
frame:192	1	object:1	114	89
frame:193	1	object:1	115	88
frame:194	1	object:1	114	88
frame:195	1	object:1	115	89
frame:196	1	object:1	116	89
frame:197	1	object:1	115	88
frame:198	1	object:1	114	89
frame:199	1	object:1	114	88
frame:200	1	object:1	115	88
frame:201	1	object:1	114	88
frame:202	1	object:1	114	88
frame:203	1	object:1	113	88
frame:204	1	object:1	114	89
frame:205	1	object:1	114	88
frame:206	1	object:1	113	88
frame:207	1	object:1	113	88
frame:208	1	object:1	113	88
frame:209	1	object:1	113	88
frame:210	1	object:1	112	88
frame:211	1	object:1	113	88
frame:212	1	object:1	112	88
frame:213	1	object:1	112	88
frame:214	1	object:1	112	88
frame:215	1	object:1	111	88
frame:216	1	object:1	111	89
frame:217	1	object:1	111	89
frame:218	1	object:1	111	88
frame:219	1	object:1	111	88
frame:220	1	object:1	111	89
frame:221	1	object:1	110	89
frame:222	1	object:1	110	89
frame:223	1	object:1	110	89
frame:224	1	object:1	110	89
frame:225	1	object:1	110	89
frame:226	1	object:1	110	88
frame:227	1	object:1	111	88
frame:228	1	object:1	111	88
frame:229	1	object:1	111	88
frame:230	1	object:1	110	88
frame:231	1	object:1	110	89
frame:232	1	object:1	110	88
frame:233	1	object:1	109	88
frame:234	1	object:1	109	88
frame:235	1	object:1	105	79
frame:236	1	object:1	104	78
frame:237	1	object:1	105	74
frame:238	1	object:1	105	77
frame:239	1	object:1	104	79
frame:240	1	object:1	104	81
frame:241	1	object:1	104	82
frame:242	1	object:1	103	82
frame:243	1	object:1	103	82
frame:244	1	object:1	103	83
frame:245	1	object:1	102	84
frame:246	1	object:1	103	84
frame:247	1	object:1	104	84
frame:248	1	object:1	104	85
frame:249	1	object:1	104	85
frame:250	1	object:1	103	85
frame:251	1	object:1	104	85
frame:252	1	object:1	104	85
frame:253	1	object:1	104	85
frame:254	1	object:1	104	85
frame:255	1	object:1	104	85
frame:256	1	object:1	104	85
frame:257	1	object:1	103	85
frame:258	1	object:1	103	85
frame:259	1	object:1	103	85
frame:260	1	object:1	103	85
frame:261	1	object:1	105	85
frame:262	1	object:1	106	85
frame:263	1	object:1	105	86
frame:264	1	object:1	105	85
frame:265	1	object:1	105	86
frame:266	1	object:1	105	85
frame:267	1	object:1	105	85
frame:268	1	object:1	105	85
frame:269	1	object:1	105	86
frame:270	1	object:1	103	86
frame:271	1	object:1	99	86
frame:272	1	object:1	99	86
frame:273	1	object:1	98	86
frame:274	1	object:1	98	86
frame:275	1	object:1	98	86
frame:276	1	object:1	97	86
frame:277	1	object:1	97	86
frame:278	1	object:1	96	86
frame:279	1	object:1	102	89
frame:280	1	object:1	103	88
frame:281	1	object:1	104	88
frame:282	1	object:1	103	88
frame:283	1	object:1	104	88
frame:284	1	object:1	107	87
frame:285	1	object:1	106	87
frame:286	1	object:1	107	88
frame:287	1	object:1	106	87
frame:288	1	object:1	105	87
frame:289	1	object:1	106	87
frame:290	1	object:1	105	88
frame:291	1	object:1	105	87
frame:292	1	object:1	105	88
frame:293	1	object:1	104	87
frame:294	1	object:1	103	87
frame:295	1	object:1	102	87
frame:296	1	object:1	103	88
frame:297	1	object:1	102	88
frame:298	1	object:1	102	88
frame:299	1	object:1	102	89
frame:300	1	object:1	100	89
frame:301	1	object:1	101	88
frame:302	1	object:1	100	89
frame:303	1	object:1	100	88
frame:304	1	object:1	100	89
frame:305	1	object:1	101	89
frame:306	1	object:1	99	88
frame:307	1	object:1	100	88
frame:308	1	object:1	99	89
frame:309	1	object:1	99	88
frame:310	1	object:1	97	88
frame:311	1	object:1	98	88
frame:312	1	object:1	97	89
frame:313	1	object:1	97	89
frame:314	1	object:1	96	88
frame:315	1	object:1	97	89
frame:316	1	object:1	99	89
frame:317	1	object:1	100	89
frame:318	1	object:1	101	88
frame:319	1	object:1	101	88
frame:320	1	object:1	100	89
frame:321	1	object:1	99	89
frame:322	1	object:1	99	89
frame:323	1	object:1	99	89
frame:324	1	object:1	98	88
frame:325	1	object:1	97	88
frame:326	1	object:1	97	88
frame:327	1	object:1	97	88
frame:328	1	object:1	96	88
frame:329	1	object:1	95	88
frame:330	1	object:1	96	87
frame:331	1	object:1	97	87
frame:332	1	object:1	98	88
frame:333	1	object:1	98	87
frame:334	1	object:1	99	87
frame:335	1	object:1	99	88
frame:336	1	object:1	99	88
frame:337	1	object:1	98	88
frame:338	1	object:1	97	88
frame:339	1	object:1	96	88
frame:340	1	object:1	97	88
frame:341	1	object:1	96	88
frame:342	1	object:1	96	88
frame:343	1	object:1	94	89
frame:344	1	object:1	95	88
frame:345	1	object:1	94	89
frame:346	1	object:1	95	88
frame:347	1	object:1	96	88
frame:348	1	object:1	99	89
frame:349	1	object:1	99	88
frame:350	1	object:1	99	89
frame:351	1	object:1	99	89
frame:352	1	object:1	99	88
frame:353	1	object:1	99	89
frame:354	1	object:1	97	89
frame:355	1	object:1	98	88
frame:356	1	object:1	96	89
frame:357	1	object:1	96	88
frame:358	1	object:1	96	88
frame:359	1	object:1	96	88
frame:360	1	object:1	95	88
frame:361	1	object:1	95	89
frame:362	1	object:1	95	89
frame:363	1	object:1	96	88
frame:364	1	object:1	98	88
frame:365	1	object:1	99	89
frame:366	1	object:1	99	88
frame:367	1	object:1	98	88
frame:368	1	object:1	98	88
frame:369	1	object:1	97	88
frame:370	1	object:1	96	88
frame:371	1	object:1	96	89
frame:372	1	object:1	96	89
frame:373	1	object:1	95	89
frame:374	1	object:1	94	89
frame:375	1	object:1	94	89
frame:376	1	object:1	93	89
frame:377	1	object:1	93	89
frame:378	1	object:1	93	89
frame:379	1	object:1	96	89
frame:380	1	object:1	98	89
frame:381	1	object:1	99	89
frame:382	1	object:1	99	89
frame:383	1	object:1	98	88
frame:384	1	object:1	98	89
frame:385	1	object:1	97	89
frame:386	1	object:1	90	90
frame:387	1	object:1	91	90
frame:388	1	object:1	90	90
frame:389	1	object:1	90	90
frame:390	1	object:1	90	90
frame:391	1	object:1	91	89
frame:392	1	object:1	93	90
frame:393	1	object:1	94	90
frame:394	1	object:1	94	90
frame:395	1	object:1	94	90
frame:396	1	object:1	94	90
frame:397	1	object:1	93	90
frame:398	1	object:1	92	90
frame:399	1	object:1	92	89
frame:400	1	object:1	91	88
