0	data5	763	1
frame:199	1	object:1	99	93
frame:200	1	object:1	99	94
frame:201	1	object:1	99	94
frame:202	1	object:1	99	94
frame:203	1	object:1	99	96
frame:204	1	object:1	98	95
frame:205	1	object:1	98	95
frame:206	1	object:1	98	96
frame:207	1	object:1	98	95
frame:208	1	object:1	98	95
frame:209	1	object:1	98	95
frame:210	1	object:1	97	94
frame:211	1	object:1	97	94
frame:212	1	object:1	97	94
frame:213	1	object:1	97	94
frame:214	1	object:1	98	94
frame:215	1	object:1	97	94
frame:216	1	object:1	97	93
frame:217	1	object:1	98	94
frame:218	1	object:1	99	96
frame:219	1	object:1	99	97
frame:220	1	object:1	99	98
frame:221	1	object:1	98	97
frame:222	1	object:1	99	97
frame:223	1	object:1	99	96
frame:224	1	object:1	98	96
frame:225	1	object:1	99	97
frame:226	1	object:1	99	96
frame:227	1	object:1	99	96
frame:228	1	object:1	99	96
frame:229	1	object:1	99	95
frame:230	1	object:1	99	95
frame:231	1	object:1	98	95
frame:232	1	object:1	98	95
frame:233	1	object:1	98	95
frame:234	1	object:1	99	96
frame:235	1	object:1	98	96
frame:236	1	object:1	98	96
frame:237	1	object:1	98	96
frame:238	1	object:1	98	96
frame:239	1	object:1	98	96
frame:240	1	object:1	98	96
frame:241	1	object:1	98	95
frame:242	1	object:1	98	96
frame:243	1	object:1	98	96
frame:244	1	object:1	97	95
frame:245	1	object:1	97	95
frame:246	1	object:1	97	95
frame:247	1	object:1	97	95
frame:248	1	object:1	98	95
frame:249	1	object:1	98	96
frame:250	1	object:1	99	98
frame:251	1	object:1	99	100
frame:252	1	object:1	101	100
frame:253	1	object:1	101	100
frame:254	1	object:1	101	100
frame:255	1	object:1	102	100
frame:256	1	object:1	101	99
frame:257	1	object:1	100	99
frame:258	1	object:1	100	99
frame:259	1	object:1	100	99
frame:260	1	object:1	101	99
frame:261	1	object:1	101	99
frame:262	1	object:1	101	98
frame:263	1	object:1	100	98
frame:264	1	object:1	101	98
frame:265	1	object:1	100	98
frame:266	1	object:1	100	98
frame:267	1	object:1	100	97
frame:268	1	object:1	100	97
frame:269	1	object:1	100	98
frame:270	1	object:1	100	98
frame:271	1	object:1	99	98
frame:272	1	object:1	100	98
frame:273	1	object:1	100	97
frame:274	1	object:1	100	97
frame:275	1	object:1	99	97
frame:276	1	object:1	99	96
frame:277	1	object:1	99	97
frame:278	1	object:1	99	96
frame:279	1	object:1	99	96
frame:280	1	object:1	99	96
frame:281	1	object:1	99	97
frame:282	1	object:1	99	99
frame:283	1	object:1	99	101
frame:284	1	object:1	99	100
frame:285	1	object:1	99	101
frame:286	1	object:1	99	100
frame:287	1	object:1	99	100
frame:288	1	object:1	100	100
frame:289	1	object:1	99	100
frame:290	1	object:1	100	100
frame:291	1	object:1	99	99
frame:292	1	object:1	100	99
frame:293	1	object:1	100	99
frame:294	1	object:1	100	99
frame:295	1	object:1	99	99
frame:296	1	object:1	99	99
frame:297	1	object:1	99	98
frame:298	1	object:1	99	98
frame:299	1	object:1	99	98
frame:300	1	object:1	99	98
frame:301	1	object:1	99	98
frame:302	1	object:1	99	98
frame:303	1	object:1	99	99
frame:304	1	object:1	99	98
frame:305	1	object:1	99	98
frame:306	1	object:1	98	98
frame:307	1	object:1	98	98
frame:308	1	object:1	98	98
frame:309	1	object:1	98	97
frame:310	1	object:1	97	97
frame:311	1	object:1	98	97
frame:312	1	object:1	97	97
frame:313	1	object:1	109	95
frame:314	1	object:1	109	95
frame:315	1	object:1	107	95
frame:316	1	object:1	107	95
frame:317	1	object:1	106	97
frame:318	1	object:1	106	98
frame:319	1	object:1	106	98
frame:320	1	object:1	106	98
frame:321	1	object:1	106	98
frame:322	1	object:1	106	98
frame:323	1	object:1	105	100
frame:324	1	object:1	104	100
frame:325	1	object:1	103	100
frame:326	1	object:1	102	99
frame:327	1	object:1	102	100
frame:328	1	object:1	100	99
frame:329	1	object:1	101	99
frame:330	1	object:1	101	100
frame:331	1	object:1	100	99
frame:332	1	object:1	100	99
frame:333	1	object:1	99	99
frame:334	1	object:1	99	99
frame:335	1	object:1	99	99
frame:336	1	object:1	99	99
frame:337	1	object:1	99	99
frame:338	1	object:1	99	99
frame:339	1	object:1	98	100
frame:340	1	object:1	98	101
frame:341	1	object:1	99	101
frame:342	1	object:1	98	101
frame:343	1	object:1	98	101
frame:344	1	object:1	97	101
frame:345	1	object:1	97	100
frame:346	1	object:1	98	100
frame:347	1	object:1	98	100
frame:348	1	object:1	98	99
frame:349	1	object:1	98	100
frame:350	1	object:1	97	100
frame:351	1	object:1	98	100
frame:352	1	object:1	98	100
frame:353	1	object:1	97	99
frame:354	1	object:1	97	99
frame:355	1	object:1	97	99
frame:356	1	object:1	97	99
frame:357	1	object:1	97	99
frame:358	1	object:1	97	99
frame:359	1	object:1	96	99
frame:360	1	object:1	97	99
frame:361	1	object:1	97	98
frame:362	1	object:1	97	98
frame:363	1	object:1	97	97
frame:364	1	object:1	97	98
frame:365	1	object:1	96	98
frame:366	1	object:1	96	97
frame:367	1	object:1	96	97
frame:368	1	object:1	96	97
frame:369	1	object:1	96	96
frame:370	1	object:1	96	97
frame:371	1	object:1	96	98
frame:372	1	object:1	96	99
frame:373	1	object:1	96	98
frame:374	1	object:1	96	99
frame:375	1	object:1	96	99
frame:376	1	object:1	97	99
frame:377	1	object:1	96	98
frame:378	1	object:1	96	98
frame:379	1	object:1	97	99
frame:380	1	object:1	97	98
frame:381	1	object:1	97	98
frame:382	1	object:1	97	98
frame:383	1	object:1	97	98
frame:384	1	object:1	97	98
frame:385	1	object:1	97	98
frame:386	1	object:1	97	98
frame:387	1	object:1	99	100
frame:388	1	object:1	98	100
frame:389	1	object:1	99	101
frame:390	1	object:1	98	100
frame:391	1	object:1	99	100
frame:392	1	object:1	99	100
frame:393	1	object:1	99	100
frame:394	1	object:1	99	100
frame:395	1	object:1	99	100
frame:396	1	object:1	99	100
frame:397	1	object:1	99	100
frame:398	1	object:1	99	100
frame:399	1	object:1	99	99
frame:400	1	object:1	100	99
frame:401	1	object:1	99	99
frame:402	1	object:1	99	99
frame:403	1	object:1	99	100
frame:404	1	object:1	99	100
frame:405	1	object:1	100	101
frame:406	1	object:1	99	100
frame:407	1	object:1	99	101
frame:408	1	object:1	99	100
frame:409	1	object:1	100	101
frame:410	1	object:1	99	100
frame:411	1	object:1	100	101
frame:412	1	object:1	99	100
frame:413	1	object:1	99	100
frame:414	1	object:1	98	100
frame:415	1	object:1	99	100
frame:416	1	object:1	99	100
frame:417	1	object:1	99	100
frame:418	1	object:1	99	100
frame:419	1	object:1	99	101
frame:420	1	object:1	99	101
frame:421	1	object:1	99	100
frame:422	1	object:1	99	101
frame:423	1	object:1	99	100
frame:424	1	object:1	99	100
frame:425	1	object:1	99	101
frame:426	1	object:1	99	100
frame:427	1	object:1	99	100
frame:428	1	object:1	98	100
frame:429	1	object:1	98	100
frame:430	1	object:1	98	100
frame:431	1	object:1	98	100
frame:432	1	object:1	98	100
frame:433	1	object:1	98	100
frame:434	1	object:1	98	100
frame:435	1	object:1	99	101
frame:436	1	object:1	99	101
frame:437	1	object:1	99	102
frame:438	1	object:1	99	102
frame:439	1	object:1	99	101
frame:440	1	object:1	99	101
frame:441	1	object:1	99	101
frame:442	1	object:1	99	100
frame:443	1	object:1	99	100
frame:444	1	object:1	99	100
frame:445	1	object:1	100	100
frame:446	1	object:1	99	100
frame:447	1	object:1	100	100
frame:448	1	object:1	99	100
frame:449	1	object:1	100	100
frame:450	1	object:1	100	100
frame:451	1	object:1	100	101
frame:452	1	object:1	101	102
frame:453	1	object:1	102	102
frame:454	1	object:1	102	102
frame:455	1	object:1	102	102
frame:456	1	object:1	102	102
frame:457	1	object:1	102	99
frame:458	1	object:1	102	99
frame:459	1	object:1	102	99
frame:460	1	object:1	102	98
frame:461	1	object:1	102	98
frame:462	1	object:1	102	99
frame:463	1	object:1	102	99
frame:464	1	object:1	102	99
frame:465	1	object:1	102	99
frame:466	1	object:1	102	99
frame:467	1	object:1	102	100
frame:468	1	object:1	102	101
frame:469	1	object:1	102	101
frame:470	1	object:1	101	101
frame:471	1	object:1	101	100
frame:472	1	object:1	101	101
frame:473	1	object:1	101	100
frame:474	1	object:1	100	101
frame:475	1	object:1	101	100
frame:476	1	object:1	100	100
frame:477	1	object:1	101	100
frame:478	1	object:1	101	100
frame:479	1	object:1	100	100
frame:480	1	object:1	100	99
frame:481	1	object:1	99	100
frame:482	1	object:1	100	99
frame:483	1	object:1	99	99
frame:484	1	object:1	99	100
frame:485	1	object:1	100	100
frame:486	1	object:1	99	101
frame:487	1	object:1	99	101
frame:488	1	object:1	99	102
frame:489	1	object:1	99	101
frame:490	1	object:1	100	101
frame:491	1	object:1	99	101
frame:492	1	object:1	99	101
frame:493	1	object:1	100	101
frame:494	1	object:1	100	100
frame:495	1	object:1	99	100
frame:496	1	object:1	99	100
frame:497	1	object:1	99	100
frame:498	1	object:1	99	100
frame:499	1	object:1	99	100
frame:500	1	object:1	99	100
frame:501	1	object:1	99	101
frame:502	1	object:1	99	103
frame:503	1	object:1	99	102
frame:504	1	object:1	99	102
frame:505	1	object:1	99	102
frame:506	1	object:1	99	102
frame:507	1	object:1	99	101
frame:508	1	object:1	99	101
frame:509	1	object:1	99	101
frame:510	1	object:1	99	101
frame:511	1	object:1	99	101
frame:512	1	object:1	99	101
frame:513	1	object:1	99	100
frame:514	1	object:1	99	100
frame:515	1	object:1	98	101
frame:516	1	object:1	99	102
frame:517	1	object:1	99	102
frame:518	1	object:1	98	102
frame:519	1	object:1	99	101
frame:520	1	object:1	99	101
frame:521	1	object:1	98	101
frame:522	1	object:1	99	101
frame:523	1	object:1	99	101
frame:524	1	object:1	99	101
frame:525	1	object:1	99	101
frame:526	1	object:1	99	101
frame:527	1	object:1	99	100
frame:528	1	object:1	99	101
frame:529	1	object:1	99	100
frame:530	1	object:1	116	96
frame:531	1	object:1	114	96
frame:532	1	object:1	117	98
frame:533	1	object:1	116	100
frame:534	1	object:1	116	99
frame:535	1	object:1	115	100
frame:536	1	object:1	115	100
frame:537	1	object:1	115	100
frame:538	1	object:1	115	100
frame:539	1	object:1	114	100
frame:540	1	object:1	113	100
frame:541	1	object:1	112	100
frame:542	1	object:1	111	101
frame:543	1	object:1	111	100
frame:544	1	object:1	110	100
frame:545	1	object:1	110	100
frame:546	1	object:1	108	100
frame:547	1	object:1	107	100
frame:548	1	object:1	105	101
frame:549	1	object:1	104	102
frame:550	1	object:1	103	101
frame:551	1	object:1	102	101
frame:552	1	object:1	102	102
frame:553	1	object:1	101	101
frame:554	1	object:1	100	101
frame:555	1	object:1	100	101
frame:556	1	object:1	100	100
frame:557	1	object:1	99	101
frame:558	1	object:1	99	100
frame:559	1	object:1	99	100
frame:560	1	object:1	99	100
frame:561	1	object:1	99	101
frame:562	1	object:1	99	100
frame:563	1	object:1	99	101
frame:564	1	object:1	99	101
frame:565	1	object:1	99	101
frame:566	1	object:1	99	100
frame:567	1	object:1	99	100
frame:568	1	object:1	99	100
frame:569	1	object:1	99	100
frame:570	1	object:1	99	100
frame:571	1	object:1	99	100
frame:572	1	object:1	99	100
frame:573	1	object:1	99	98
frame:574	1	object:1	99	98
frame:575	1	object:1	100	98
frame:576	1	object:1	99	98
frame:577	1	object:1	100	98
frame:578	1	object:1	100	97
frame:579	1	object:1	100	98
frame:580	1	object:1	100	98
frame:581	1	object:1	100	99
frame:582	1	object:1	100	101
frame:583	1	object:1	99	102
frame:584	1	object:1	99	102
frame:585	1	object:1	99	102
frame:586	1	object:1	100	101
frame:587	1	object:1	99	101
frame:588	1	object:1	99	101
frame:589	1	object:1	99	101
frame:590	1	object:1	99	101
frame:591	1	object:1	99	102
frame:592	1	object:1	99	101
frame:593	1	object:1	99	101
frame:594	1	object:1	99	101
frame:595	1	object:1	99	100
frame:596	1	object:1	98	100
frame:597	1	object:1	98	101
frame:598	1	object:1	99	102
frame:599	1	object:1	99	102
frame:600	1	object:1	99	103
frame:601	1	object:1	99	102
frame:602	1	object:1	99	102
frame:603	1	object:1	98	102
frame:604	1	object:1	99	102
frame:605	1	object:1	99	103
frame:606	1	object:1	99	102
frame:607	1	object:1	99	102
frame:608	1	object:1	99	101
frame:609	1	object:1	99	101
frame:610	1	object:1	99	101
frame:611	1	object:1	99	101
frame:612	1	object:1	99	101
frame:613	1	object:1	99	102
frame:614	1	object:1	100	102
frame:615	1	object:1	99	101
frame:616	1	object:1	99	101
frame:617	1	object:1	99	102
frame:618	1	object:1	100	101
frame:619	1	object:1	100	101
frame:620	1	object:1	99	101
frame:621	1	object:1	100	101
frame:622	1	object:1	100	101
frame:623	1	object:1	100	101
frame:624	1	object:1	100	101
frame:625	1	object:1	101	101
frame:626	1	object:1	101	100
frame:627	1	object:1	100	101
frame:628	1	object:1	100	100
frame:629	1	object:1	101	101
frame:630	1	object:1	101	102
frame:631	1	object:1	100	102
frame:632	1	object:1	101	103
frame:633	1	object:1	101	102
frame:634	1	object:1	101	102
frame:635	1	object:1	101	102
frame:636	1	object:1	101	103
frame:637	1	object:1	101	102
frame:638	1	object:1	101	102
frame:639	1	object:1	101	102
frame:640	1	object:1	100	101
frame:641	1	object:1	100	101
frame:642	1	object:1	100	102
frame:643	1	object:1	99	101
frame:644	1	object:1	99	101
frame:645	1	object:1	100	101
frame:646	1	object:1	100	102
frame:647	1	object:1	100	103
frame:648	1	object:1	100	103
frame:649	1	object:1	99	103
frame:650	1	object:1	99	102
frame:651	1	object:1	99	102
frame:652	1	object:1	99	103
frame:653	1	object:1	99	102
frame:654	1	object:1	100	102
frame:655	1	object:1	99	102
frame:656	1	object:1	99	101
frame:657	1	object:1	99	102
frame:658	1	object:1	99	101
frame:659	1	object:1	99	102
frame:660	1	object:1	100	101
frame:661	1	object:1	99	101
frame:662	1	object:1	100	102
frame:663	1	object:1	100	102
frame:664	1	object:1	99	102
frame:665	1	object:1	99	102
frame:666	1	object:1	99	102
frame:667	1	object:1	100	101
frame:668	1	object:1	100	102
frame:669	1	object:1	100	101
frame:670	1	object:1	100	101
frame:671	1	object:1	99	101
frame:672	1	object:1	99	101
frame:673	1	object:1	99	101
frame:674	1	object:1	100	101
frame:675	1	object:1	99	101
frame:676	1	object:1	99	100
frame:677	1	object:1	100	100
frame:678	1	object:1	100	102
frame:679	1	object:1	99	101
frame:680	1	object:1	99	102
frame:681	1	object:1	99	102
frame:682	1	object:1	99	101
frame:683	1	object:1	99	102
frame:684	1	object:1	99	101
frame:685	1	object:1	99	101
frame:686	1	object:1	99	100
frame:687	1	object:1	99	101
frame:688	1	object:1	99	101
frame:689	1	object:1	99	100
frame:690	1	object:1	99	100
frame:691	1	object:1	99	100
frame:692	1	object:1	99	100
frame:693	1	object:1	99	100
frame:694	1	object:1	99	102
frame:695	1	object:1	99	103
frame:696	1	object:1	99	102
frame:697	1	object:1	99	102
frame:698	1	object:1	99	102
frame:699	1	object:1	99	102
frame:700	1	object:1	99	101
frame:701	1	object:1	99	101
frame:702	1	object:1	99	102
frame:703	1	object:1	99	101
frame:704	1	object:1	99	101
frame:705	1	object:1	99	102
frame:706	1	object:1	99	101
frame:707	1	object:1	99	101
frame:708	1	object:1	99	101
frame:709	1	object:1	99	100
frame:710	1	object:1	99	101
frame:711	1	object:1	99	102
frame:712	1	object:1	99	101
frame:713	1	object:1	100	101
frame:714	1	object:1	99	101
frame:715	1	object:1	100	101
frame:716	1	object:1	100	100
frame:717	1	object:1	101	100
frame:718	1	object:1	101	100
frame:719	1	object:1	100	100
frame:720	1	object:1	101	100
frame:721	1	object:1	101	100
frame:722	1	object:1	101	101
frame:723	1	object:1	101	101
frame:724	1	object:1	101	101
frame:725	1	object:1	100	101
frame:726	1	object:1	101	101
frame:727	1	object:1	99	101
frame:728	1	object:1	100	101
frame:729	1	object:1	99	101
frame:730	1	object:1	99	101
frame:731	1	object:1	100	101
frame:732	1	object:1	100	101
frame:733	1	object:1	99	100
frame:734	1	object:1	100	100
frame:735	1	object:1	99	100
frame:736	1	object:1	99	100
frame:737	1	object:1	99	100
frame:738	1	object:1	99	100
frame:739	1	object:1	99	100
frame:740	1	object:1	99	100
frame:741	1	object:1	114	95
frame:742	1	object:1	117	96
frame:743	1	object:1	115	96
frame:744	1	object:1	116	97
frame:745	1	object:1	115	96
frame:746	1	object:1	116	97
frame:747	1	object:1	116	98
frame:748	1	object:1	115	97
frame:749	1	object:1	114	98
frame:750	1	object:1	113	97
frame:751	1	object:1	111	97
frame:752	1	object:1	111	97
frame:753	1	object:1	110	97
frame:754	1	object:1	110	96
frame:755	1	object:1	108	97
frame:756	1	object:1	108	97
frame:757	1	object:1	107	98
frame:758	1	object:1	107	100
frame:759	1	object:1	107	101
frame:760	1	object:1	107	101
frame:761	1	object:1	106	101
frame:762	1	object:1	106	100
